folder,old_name,new_name,descriptive_name,code,set,confidence
Highway_Signs_US,X01B19.png,NoParkingExceptSundaysHolidays_X01B19.png,NoParkingExceptSundaysHolidays,X01B19,Highway_Signs_US,high
Highway_Signs_US,X01B20.png,NoStandingAnyTime_X01B20.png,NoStandingAnyTime,X01B20,Highway_Signs_US,high
Highway_Signs_US,X01B21.png,NoParkingLoadingZone_X01B21.png,NoParkingLoadingZone,X01B21,Highway_Signs_US,high
Highway_Signs_US,X01B22.png,ReservedParkingAccessible_X01B22.png,ReservedParkingAccessible,X01B22,Highway_Signs_US,high
Highway_Signs_US,X01B23.png,NoParkingBikeLane_X01B23.png,NoParkingBikeLane,X01B23,Highway_Signs_US,high
Highway_Signs_US,X01B24.png,NoParkingBusStop_X01B24.png,NoParkingBusStop,X01B24,Highway_Signs_US,high
Highway_Signs_US,X01B25.png,NoParkingSymbolTimeRestricted_X01B25.png,NoParkingSymbolTimeRestricted,X01B25,Highway_Signs_US,high
Highway_Signs_US,X01B26.png,NoParkingBusStopTransit_X01B26.png,NoParkingBusStopTransit,X01B26,Highway_Signs_US,medium
Highway_Signs_US,X01B27.png,TwoHourParking_X01B27.png,TwoHourParking,X01B27,Highway_Signs_US,high
Highway_Signs_US,X01B28.png,TowTruckSymbol_X01B28.png,TowTruckSymbol,X01B28,Highway_Signs_US,high
Highway_Signs_US,X01B29.png,TowAwayZone_X01B29.png,TowAwayZone,X01B29,Highway_Signs_US,high
Highway_Signs_US,X01B30.png,NoParkingText_X01B30.png,NoParkingText,X01B30,Highway_Signs_US,high
Highway_Signs_US,X01B31.png,NoParkingSymbol_X01B31.png,NoParkingSymbol,X01B31,Highway_Signs_US,high
Highway_Signs_US,X01B32.png,EmergencyParkingOnly_X01B32.png,EmergencyParkingOnly,X01B32,Highway_Signs_US,high
Highway_Signs_US,X01B33.png,DoNotStopOnTracks_X01B33.png,DoNotStopOnTracks,X01B33,Highway_Signs_US,high
Highway_Signs_US,X01B34.png,NoPedestrianCrossing_X01B34.png,NoPedestrianCrossing,X01B34,Highway_Signs_US,high
Highway_Signs_US,X01B35.png,NoPedestrians_X01B35.png,NoPedestrians,X01B35,Highway_Signs_US,high
Highway_Signs_US,X01B36.png,NoHitchhiking_X01B36.png,NoHitchhiking,X01B36,Highway_Signs_US,high
Highway_Signs_US,X01B37.png,NoHitchhikingSymbol_X01B37.png,NoHitchhikingSymbol,X01B37,Highway_Signs_US,high
Highway_Signs_US,X01B38.png,UseCrosswalk_X01B38.png,UseCrosswalk,X01B38,Highway_Signs_US,high
Highway_Signs_US,X01B39.png,YieldToPedestrians_X01B39.png,YieldToPedestrians,X01B39,Highway_Signs_US,high
Highway_Signs_US,X01B40.png,PushButtonForGreenLight_X01B40.png,PushButtonForGreenLight,X01B40,Highway_Signs_US,high
Highway_Signs_US,X01B41.png,CrossOnlyOnSignal_X01B41.png,CrossOnlyOnSignal,X01B41,Highway_Signs_US,high
Highway_Signs_US,X01B42.png,YieldToPedestriansInCrosswalk_X01B42.png,YieldToPedestriansInCrosswalk,X01B42,Highway_Signs_US,high
Highway_Signs_US,X01C01.png,StopHereOnRed_X01C01.png,StopHereOnRed,X01C01,Highway_Signs_US,high
Highway_Signs_US,X01C02.png,DoNotBlockIntersection_X01C02.png,DoNotBlockIntersection,X01C02,Highway_Signs_US,high
Highway_Signs_US,X01C03.png,LeftTurnSignal_X01C03.png,LeftTurnSignal,X01C03,Highway_Signs_US,high
Highway_Signs_US,X01C04.png,RightTurnSignal_X01C04.png,RightTurnSignal,X01C04,Highway_Signs_US,high
Highway_Signs_US,X01C05.png,NoTurnOnRed_X01C05.png,NoTurnOnRed,X01C05,Highway_Signs_US,high
Highway_Signs_US,X01C06.png,KeepOffMedian_X01C06.png,KeepOffMedian,X01C06,Highway_Signs_US,high
Highway_Signs_US,X01C07.png,RailroadCrossbuck_X01C07.png,RailroadCrossbuck,X01C07,Highway_Signs_US,high
Highway_Signs_US,X01C08.png,RoadClosed_X01C08.png,RoadClosed,X01C08,Highway_Signs_US,high
Highway_Signs_US,X01C09.png,RoadClosedToThruTraffic_X01C09.png,RoadClosedToThruTraffic,X01C09,Highway_Signs_US,high
Highway_Signs_US,X01C10.png,WeightLimit10Tons_X01C10.png,WeightLimit10Tons,X01C10,Highway_Signs_US,high
Highway_Signs_US,X01C11.png,WeightLimitByAxle_X01C11.png,WeightLimitByAxle,X01C11,Highway_Signs_US,high
Highway_Signs_US,X01C13.png,TruckRoute_X01C13.png,TruckRoute,X01C13,Highway_Signs_US,high
Highway_Signs_US,X01C14.png,CleanUpAfterYourDog_X01C14.png,CleanUpAfterYourDog,X01C14,Highway_Signs_US,high
Highway_Signs_US,X01C15.png,NoParkingStreetCleaning_X01C15.png,NoParkingStreetCleaning,X01C15,Highway_Signs_US,medium
Highway_Signs_US,X01C16.png,TurnRight_X01C16.png,TurnRight,X01C16,Highway_Signs_US,high
Highway_Signs_US,X01C17.png,TurnLeft_X01C17.png,TurnLeft,X01C17,Highway_Signs_US,high
Highway_Signs_US,X01C18.png,CurveRight_X01C18.png,CurveRight,X01C18,Highway_Signs_US,high
Highway_Signs_US,X01C19.png,CurveLeft_X01C19.png,CurveLeft,X01C19,Highway_Signs_US,high
Highway_Signs_US,X01C20.png,ReverseTurnRight_X01C20.png,ReverseTurnRight,X01C20,Highway_Signs_US,medium
Highway_Signs_US,X01C21.png,ReverseTurnLeft_X01C21.png,ReverseTurnLeft,X01C21,Highway_Signs_US,medium
Highway_Signs_US,X01C22.png,ReverseCurveRight_X01C22.png,ReverseCurveRight,X01C22,Highway_Signs_US,medium
Highway_Signs_US,X01C23.png,ReverseCurveLeft_X01C23.png,ReverseCurveLeft,X01C23,Highway_Signs_US,medium
Highway_Signs_US,X01C24.png,WindingRoadRight_X01C24.png,WindingRoadRight,X01C24,Highway_Signs_US,medium
Highway_Signs_US,X01C25.png,WindingRoadLeft_X01C25.png,WindingRoadLeft,X01C25,Highway_Signs_US,medium
Highway_Signs_US,X01C26.png,ArrowRight_X01C26.png,ArrowRight,X01C26,Highway_Signs_US,high
Highway_Signs_US,X01C27.png,ArrowLeft_X01C27.png,ArrowLeft,X01C27,Highway_Signs_US,high
Highway_Signs_US,X01C28.png,ArrowTwoWay_X01C28.png,ArrowTwoWay,X01C28,Highway_Signs_US,high
Highway_Signs_US,X01C29.png,ChevronRight_X01C29.png,ChevronRight,X01C29,Highway_Signs_US,high
Highway_Signs_US,X01C30.png,ChevronLeft_X01C30.png,ChevronLeft,X01C30,Highway_Signs_US,high
Highway_Signs_US,X01C31.png,CrossRoad_X01C31.png,CrossRoad,X01C31,Highway_Signs_US,high
Highway_Signs_US,X01C32.png,SideRoadRight_X01C32.png,SideRoadRight,X01C32,Highway_Signs_US,high
Highway_Signs_US,X01C33.png,SideRoadLeft_X01C33.png,SideRoadLeft,X01C33,Highway_Signs_US,high
Highway_Signs_US,X01D01.png,SideRoadAngleRight_X01D01.png,SideRoadAngleRight,X01D01,Highway_Signs_US,high
Highway_Signs_US,X01D02.png,SideRoadAngleLeft_X01D02.png,SideRoadAngleLeft,X01D02,Highway_Signs_US,high
Highway_Signs_US,X01D03.png,TIntersection_X01D03.png,TIntersection,X01D03,Highway_Signs_US,high
Highway_Signs_US,X01D04.png,YIntersection_X01D04.png,YIntersection,X01D04,Highway_Signs_US,high
Highway_Signs_US,X01D05.png,StopAhead_X01D05.png,StopAhead,X01D05,Highway_Signs_US,high
Highway_Signs_US,X01D06.png,SignalAhead_X01D06.png,SignalAhead,X01D06,Highway_Signs_US,high
Highway_Signs_US,X01D07.png,MergeRight_X01D07.png,MergeRight,X01D07,Highway_Signs_US,high
Highway_Signs_US,X01D08.png,MergeLeft_X01D08.png,MergeLeft,X01D08,Highway_Signs_US,high
Highway_Signs_US,X01D09.png,RoadNarrowsRight_X01D09.png,RoadNarrowsRight,X01D09,Highway_Signs_US,medium
Highway_Signs_US,X01D10.png,RoadNarrowsLeft_X01D10.png,RoadNarrowsLeft,X01D10,Highway_Signs_US,medium
Highway_Signs_US,X01D11.png,AddedLaneLeft_X01D11.png,AddedLaneLeft,X01D11,Highway_Signs_US,medium
Highway_Signs_US,X01D12.png,AddedLaneRight_X01D12.png,AddedLaneRight,X01D12,Highway_Signs_US,medium
Highway_Signs_US,X01D13.png,RoadNarrows_X01D13.png,RoadNarrows,X01D13,Highway_Signs_US,high
Highway_Signs_US,X01D14.png,NarrowBridge_X01D14.png,NarrowBridge,X01D14,Highway_Signs_US,high
Highway_Signs_US,X01D15.png,RoadWidens_X01D15.png,RoadWidens,X01D15,Highway_Signs_US,low
Highway_Signs_US,X01D16.png,OneLaneBridge_X01D16.png,OneLaneBridge,X01D16,Highway_Signs_US,high
Highway_Signs_US,X01D17.png,DividedHighwayBegins_X01D17.png,DividedHighwayBegins,X01D17,Highway_Signs_US,medium
Highway_Signs_US,X01D18.png,DividedHighwayEnds_X01D18.png,DividedHighwayEnds,X01D18,Highway_Signs_US,medium
Highway_Signs_US,X01D19.png,TwoWayTraffic_X01D19.png,TwoWayTraffic,X01D19,Highway_Signs_US,high
Highway_Signs_US,X01D20.png,TruckSteepGrade_X01D20.png,TruckSteepGrade,X01D20,Highway_Signs_US,high
Highway_Signs_US,X01D21.png,BicycleSteepGrade_X01D21.png,BicycleSteepGrade,X01D21,Highway_Signs_US,high
Highway_Signs_US,X01D22.png,Hill_X01D22.png,Hill,X01D22,Highway_Signs_US,high
Highway_Signs_US,X01D23.png,Bump_X01D23.png,Bump,X01D23,Highway_Signs_US,high
Highway_Signs_US,X01D24.png,Dip_X01D24.png,Dip,X01D24,Highway_Signs_US,high
Highway_Signs_US,X01D25.png,PavementEnds_X01D25.png,PavementEnds,X01D25,Highway_Signs_US,high
Highway_Signs_US,X01D26.png,PavementEndsSymbol_X01D26.png,PavementEndsSymbol,X01D26,Highway_Signs_US,medium
Highway_Signs_US,X01D27.png,SoftShoulder_X01D27.png,SoftShoulder,X01D27,Highway_Signs_US,high
Highway_Signs_US,X01D28.png,SlipperyWhenWetSymbol_X01D28.png,SlipperyWhenWetSymbol,X01D28,Highway_Signs_US,high
Highway_Signs_US,X01D29.png,RoughRoad_X01D29.png,RoughRoad,X01D29,Highway_Signs_US,high
Highway_Signs_US,X01D30.png,LowShoulder_X01D30.png,LowShoulder,X01D30,Highway_Signs_US,high
Highway_Signs_US,X01D31.png,ShoulderDropOff_X01D31.png,ShoulderDropOff,X01D31,Highway_Signs_US,medium
Highway_Signs_US,X01D32.png,SlipperyWhenWetBicycle_X01D32.png,SlipperyWhenWetBicycle,X01D32,Highway_Signs_US,medium
Highway_Signs_US,X01D33.png,SlipperyWhenWet_X01D33.png,SlipperyWhenWet,X01D33,Highway_Signs_US,high
Highway_Signs_US,X01D34.png,RightLaneEnds_X01D34.png,RightLaneEnds,X01D34,Highway_Signs_US,high
Highway_Signs_US,X01D35.png,LeftLaneEnds_X01D35.png,LeftLaneEnds,X01D35,Highway_Signs_US,high
Highway_Signs_US,X01D37.png,RailroadAdvanceWarning_X01D37.png,RailroadAdvanceWarning,X01D37,Highway_Signs_US,high
Highway_Signs_US,X01D38.png,RailroadCrossingCrossroad_X01D38.png,RailroadCrossingCrossroad,X01D38,Highway_Signs_US,medium
Highway_Signs_US,X01D39.png,RailroadCrossingSideRoad_X01D39.png,RailroadCrossingSideRoad,X01D39,Highway_Signs_US,medium
Highway_Signs_US,X01D40.png,RailroadCrossingTIntersection_X01D40.png,RailroadCrossingTIntersection,X01D40,Highway_Signs_US,medium
Highway_Signs_US,X01E01.png,BicycleCrossing_X01E01.png,BicycleCrossing,X01E01,Highway_Signs_US,high
Highway_Signs_US,X01E02.png,PedestrianCrossing_X01E02.png,PedestrianCrossing,X01E02,Highway_Signs_US,high
Highway_Signs_US,X01E03.png,DeerCrossing_X01E03.png,DeerCrossing,X01E03,Highway_Signs_US,high
Highway_Signs_US,X01E04.png,CattleCrossing_X01E04.png,CattleCrossing,X01E04,Highway_Signs_US,high
Highway_Signs_US,X01E05.png,KangarooCrossing_X01E05.png,KangarooCrossing,X01E05,Highway_Signs_US,high
Highway_Signs_US,X01E06.png,FarmMachinery_X01E06.png,FarmMachinery,X01E06,Highway_Signs_US,high
Highway_Signs_US,X01E07.png,EquestrianCrossing_X01E07.png,EquestrianCrossing,X01E07,Highway_Signs_US,high
Highway_Signs_US,X01E08.png,FireStation_X01E08.png,FireStation,X01E08,Highway_Signs_US,high
Highway_Signs_US,X01E09.png,SnowmobileCrossing_X01E09.png,SnowmobileCrossing,X01E09,Highway_Signs_US,high
Highway_Signs_US,X01E10.png,AccessibleCrossing_X01E10.png,AccessibleCrossing,X01E10,Highway_Signs_US,high
Highway_Signs_US,X01E11.png,TruckCrossing_X01E11.png,TruckCrossing,X01E11,Highway_Signs_US,high
Highway_Signs_US,X01E12.png,PedestrianCrosswalk_X01E12.png,PedestrianCrosswalk,X01E12,Highway_Signs_US,high
Highway_Signs_US,X01E13.png,DoubleArrowDown_X01E13.png,DoubleArrowDown,X01E13,Highway_Signs_US,medium
Highway_Signs_US,X01E14.png,LowClearance12Ft6In_X01E14.png,LowClearance12Ft6In,X01E14,Highway_Signs_US,high
Highway_Signs_US,X01E15.png,AdvisorySpeed35_X01E15.png,AdvisorySpeed35,X01E15,Highway_Signs_US,high
Highway_Signs_US,X01E16.png,ExitSpeed25_X01E16.png,ExitSpeed25,X01E16,Highway_Signs_US,high
Highway_Signs_US,X01E17.png,DeadEnd_X01E17.png,DeadEnd,X01E17,Highway_Signs_US,high
Highway_Signs_US,X01E18.png,NoOutlet_X01E18.png,NoOutlet,X01E18,Highway_Signs_US,high
Highway_Signs_US,X01E19.png,NoPassingZone_X01E19.png,NoPassingZone,X01E19,Highway_Signs_US,high
Highway_Signs_US,X01E20.png,PlaygroundSeesaw_X01E20.png,PlaygroundSeesaw,X01E20,Highway_Signs_US,high
Highway_Signs_US,X01E21.png,RoadConstruction500Ft_X01E21.png,RoadConstruction500Ft,X01E21,Highway_Signs_US,high
Highway_Signs_US,X01E22.png,Detour1000Ft_X01E22.png,Detour1000Ft,X01E22,Highway_Signs_US,high
Highway_Signs_US,X01E23.png,RoadClosedConstruction_X01E23.png,RoadClosedConstruction,X01E23,Highway_Signs_US,high
Highway_Signs_US,X01E24.png,Distance500Feet_X01E24.png,Distance500Feet,X01E24,Highway_Signs_US,high
Highway_Signs_US,X01E25.png,EndBlastingZone_X01E25.png,EndBlastingZone,X01E25,Highway_Signs_US,high
Highway_Signs_US,X01E26.png,MenWorking_X01E26.png,MenWorking,X01E26,Highway_Signs_US,high
Highway_Signs_US,X01E27.png,ShoulderWork_X01E27.png,ShoulderWork,X01E27,Highway_Signs_US,high
Highway_Signs_US,X01E28.png,SurveyCrew_X01E28.png,SurveyCrew,X01E28,Highway_Signs_US,high
Highway_Signs_US,X01E29.png,BlastingZone500Ft_X01E29.png,BlastingZone500Ft,X01E29,Highway_Signs_US,high
Highway_Signs_US,X01E30.png,BlastingZone1000Ft_X01E30.png,BlastingZone1000Ft,X01E30,Highway_Signs_US,high
Highway_Signs_US,X01E31.png,WorkerSymbol_X01E31.png,WorkerSymbol,X01E31,Highway_Signs_US,high
Highway_Signs_US,X01E32.png,FlaggerSymbol_X01E32.png,FlaggerSymbol,X01E32,Highway_Signs_US,high
Highway_Signs_US,X01E38.png,BarricadeStripes_X01E38.png,BarricadeStripes,X01E38,Highway_Signs_US,high
Highway_Signs_US,X01F01.png,InterstateShield20_X01F01.png,InterstateShield20,X01F01,Highway_Signs_US,high
Highway_Signs_US,X01F02.png,InterstateShield123_X01F02.png,InterstateShield123,X01F02,Highway_Signs_US,high
Highway_Signs_US,X01F03.png,BusinessLoopShield70_X01F03.png,BusinessLoopShield70,X01F03,Highway_Signs_US,high
Highway_Signs_US,X01F04.png,USRouteShield40Black_X01F04.png,USRouteShield40Black,X01F04,Highway_Signs_US,high
Highway_Signs_US,X01F05.png,USRouteShield789Black_X01F05.png,USRouteShield789Black,X01F05,Highway_Signs_US,high
Highway_Signs_US,X01F06.png,USRouteShield40_X01F06.png,USRouteShield40,X01F06,Highway_Signs_US,high
Highway_Signs_US,X01F07.png,USRouteShield789_X01F07.png,USRouteShield789,X01F07,Highway_Signs_US,high
Highway_Signs_US,X01F08.png,CountyRouteShield16_X01F08.png,CountyRouteShield16,X01F08,Highway_Signs_US,high
Highway_Signs_US,X01F09.png,StateRouteCircle50_X01F09.png,StateRouteCircle50,X01F09,Highway_Signs_US,high
Highway_Signs_US,X01F10.png,NationalForestRoute13_X01F10.png,NationalForestRoute13,X01F10,Highway_Signs_US,high
Highway_Signs_US,X01F11.png,JunctionPlaque_X01F11.png,JunctionPlaque,X01F11,Highway_Signs_US,high
Highway_Signs_US,X01F12.png,JunctionPlaqueBlue_X01F12.png,JunctionPlaqueBlue,X01F12,Highway_Signs_US,high
Highway_Signs_US,X01F13.png,JunctionSignGreen_X01F13.png,JunctionSignGreen,X01F13,Highway_Signs_US,high
Highway_Signs_US,X01F14.png,CardinalNorth_X01F14.png,CardinalNorth,X01F14,Highway_Signs_US,high
Highway_Signs_US,X01F15.png,CardinalEast_X01F15.png,CardinalEast,X01F15,Highway_Signs_US,high
Highway_Signs_US,X01F16.png,CardinalSouth_X01F16.png,CardinalSouth,X01F16,Highway_Signs_US,high
Highway_Signs_US,X01F17.png,CardinalWest_X01F17.png,CardinalWest,X01F17,Highway_Signs_US,high
Highway_Signs_US,X01F18.png,CardinalNorthBlue_X01F18.png,CardinalNorthBlue,X01F18,Highway_Signs_US,high
Highway_Signs_US,X01F19.png,CardinalEastBlue_X01F19.png,CardinalEastBlue,X01F19,Highway_Signs_US,high
Highway_Signs_US,X01F20.png,CardinalSouthBlue_X01F20.png,CardinalSouthBlue,X01F20,Highway_Signs_US,high
Highway_Signs_US,X01F21.png,CardinalWestBlue_X01F21.png,CardinalWestBlue,X01F21,Highway_Signs_US,high
Highway_Signs_US,X01F22.png,Alternate_X01F22.png,Alternate,X01F22,Highway_Signs_US,high
Highway_Signs_US,X01F23.png,Alt_X01F23.png,Alt,X01F23,Highway_Signs_US,high
Highway_Signs_US,X01F24.png,Bypass_X01F24.png,Bypass,X01F24,Highway_Signs_US,high
Highway_Signs_US,X01F25.png,Business_X01F25.png,Business,X01F25,Highway_Signs_US,high
Highway_Signs_US,X01F26.png,DetourRight_X01F26.png,DetourRight,X01F26,Highway_Signs_US,high
Highway_Signs_US,X01F27.png,DetourLeft_X01F27.png,DetourLeft,X01F27,Highway_Signs_US,high
Highway_Signs_US,X01F28.png,DetourArrowLeft_X01F28.png,DetourArrowLeft,X01F28,Highway_Signs_US,high
Highway_Signs_US,X01F29.png,DetourArrowRight_X01F29.png,DetourArrowRight,X01F29,Highway_Signs_US,high
Highway_Signs_US,X01F30.png,TurnArrowLeft_X01F30.png,TurnArrowLeft,X01F30,Highway_Signs_US,high
Highway_Signs_US,X01F31.png,TurnArrowRight_X01F31.png,TurnArrowRight,X01F31,Highway_Signs_US,high
Highway_Signs_US,X01F32.png,ArrowRightPlaque_X01F32.png,ArrowRightPlaque,X01F32,Highway_Signs_US,high
Highway_Signs_US,X01F33.png,ArrowLeftPlaque_X01F33.png,ArrowLeftPlaque,X01F33,Highway_Signs_US,high
Highway_Signs_US,X01F34.png,ArrowUpPlaque_X01F34.png,ArrowUpPlaque,X01F34,Highway_Signs_US,high
Highway_Signs_US,X01F35.png,ArrowBidirectional_X01F35.png,ArrowBidirectional,X01F35,Highway_Signs_US,high
Highway_Signs_US,X01F36.png,ArrowDiagonalUpRightDownLeft_X01F36.png,ArrowDiagonalUpRightDownLeft,X01F36,Highway_Signs_US,high
Highway_Signs_US,X01F37.png,ArrowDiagonalUpLeftDownRight_X01F37.png,ArrowDiagonalUpLeftDownRight,X01F37,Highway_Signs_US,high
Highway_Signs_US,X01F38.png,ArrowThroughAndRight_X01F38.png,ArrowThroughAndRight,X01F38,Highway_Signs_US,medium
Highway_Signs_US,X01F39.png,ArrowThroughAndLeft_X01F39.png,ArrowThroughAndLeft,X01F39,Highway_Signs_US,medium
Highway_Signs_US,X01F40.png,ArrowDiagonalUpLeft_X01F40.png,ArrowDiagonalUpLeft,X01F40,Highway_Signs_US,high
Highway_Signs_US,X01F41.png,ArrowDiagonalUpRight_X01F41.png,ArrowDiagonalUpRight,X01F41,Highway_Signs_US,high
Highway_Signs_US,X01F42.png,ArrowAdvanceTurnRight_X01F42.png,ArrowAdvanceTurnRight,X01F42,Highway_Signs_US,medium
Highway_Signs_US,X01G01.png,ArrowAdvanceTurnLeft_X01G01.png,ArrowAdvanceTurnLeft,X01G01,Highway_Signs_US,medium
Highway_Signs_US,X01G02.png,ArrowThroughOrLeft_X01G02.png,ArrowThroughOrLeft,X01G02,Highway_Signs_US,medium
Highway_Signs_US,X01G03.png,ArrowThroughOrRight_X01G03.png,ArrowThroughOrRight,X01G03,Highway_Signs_US,medium
Highway_Signs_US,X01G04.png,DestinationNewYorkLeft_X01G04.png,DestinationNewYorkLeft,X01G04,Highway_Signs_US,high
Highway_Signs_US,X01G05.png,DestinationSalemRight_X01G05.png,DestinationSalemRight,X01G05,Highway_Signs_US,high
